"persoonsgebonden_nummer";"inschrijvingsjaar";"opleidingsvorm";"eerste_jaar_aan_deze_instelling";"eerste_jaar_in_het_hoger_onderwijs";"eerste_jaar_aan_deze_opleiding_instelling";"diplomajaar_hoogste_vooropleiding";"geslacht";"leeftijd_per_peildatum_1_oktober";"postcodecijfers_student_op_1_oktober";"soort_inschrijving_continu_hoger_onderwijs";"indicatie_eerstejaars_continu_type_ho_binnen_ho";"datum_inschrijving";"opleidingscode_naam_opleiding";"hoogste_vooropleiding_omschrijving_vooropleiding"
105900;2017;"voltijd";2014;2014;2017;"2017";"man";20;"woonachtig in Duitsland";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20170901;"M Tandheelkunde";"hbo-ba techniek"
105900;2018;"voltijd";2014;2014;2017;"2017";"man";20;"woonachtig in Duitsland";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20170901;"M Tandheelkunde";"hbo-ba techniek"
105910;2017;"voltijd";2017;2017;2017;"2018";"vrouw";18;"8262";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20170901;"B Tandheelkunde";"vwo profiel economie/maatschappij & cultuur/maatschappij"
105910;2018;"voltijd";2017;2017;2017;"2018";"vrouw";18;"8262";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20170901;"B Tandheelkunde";"vwo profiel economie/maatschappij & cultuur/maatschappij"
105910;2020;"voltijd";2017;2017;2020;"2012";"vrouw";21;"1106";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20210701;"M Tandheelkunde";"wo-ba recht"
105910;2022;"voltijd";2017;2017;2020;"2012";"vrouw";23;"1106";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20220901;"M Tandheelkunde";"wo-ba recht"
105958;2015;"voltijd";2015;2015;2015;"2004";"vrouw";17;"2273";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
105958;2016;"voltijd";2015;2015;2015;"2004";"vrouw";17;"2273";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
105958;2019;"voltijd";2015;2015;2018;"2004";"vrouw";21;"1012";"neveninschrijving binnen het domein hoger onderwijs (combinatie opleiding-instelling komt WEL voor bij een andere inschrijving van de betreffende student) (onechte neveninschrijving)";"inschrijving heeft soort inschrijving continu type ho binnen ho van 3 4 of 5 (of 8 9 C D E)";20200501;"M Tandheelkunde";"vwo profiel natuur & gezondheid"
105958;2020;"voltijd";2015;2015;2018;"2004";"vrouw";22;"1012";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20200901;"M Tandheelkunde";"vwo profiel natuur & gezondheid"
105962;2016;"voltijd";2016;2016;2016;"2006";"vrouw";19;"1211";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160901;"B Tandheelkunde";"vwo profiel natuur & gezondheid"
105962;2017;"voltijd";2016;2016;2016;"2006";"vrouw";19;"1211";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160901;"B Tandheelkunde";"vwo profiel natuur & gezondheid"
106019;2017;"voltijd";2015;2015;2015;"2010";"vrouw";17;"1107";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20170901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
106019;2021;"voltijd";2015;2015;2020;"1999";"vrouw";21;"7823";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20210901;"M Tandheelkunde";"vwo algemeen"
106019;2022;"voltijd";2015;2015;2020;"1999";"vrouw";22;"7823";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20220901;"M Tandheelkunde";"vwo algemeen"
106019;2023;"voltijd";2015;2015;2020;"1999";"vrouw";23;"7823";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20230901;"M Tandheelkunde";"vwo algemeen"
106020;2016;"voltijd";2016;2016;2016;"1999";"vrouw";16;"1448";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160901;"B Tandheelkunde";"wo-p gezondheidszorg"
106020;2017;"voltijd";2016;2016;2016;"1999";"vrouw";16;"1448";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160901;"B Tandheelkunde";"wo-p gezondheidszorg"
106020;2020;"voltijd";2016;2016;2019;"1998";"vrouw";20;"1091";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20200901;"M Tandheelkunde";"wo-p taal en cultuur"
106039;2019;"voltijd";2015;2015;2018;"2013";"man";21;"1183";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20190901;"M Tandheelkunde";"hbo-p gezondheidszorg"
106039;2020;"voltijd";2015;2015;2018;"2013";"man";22;"1183";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20200901;"M Tandheelkunde";"hbo-p gezondheidszorg"
106054;2018;"voltijd";2015;2015;2018;"2015";"man";22;"1911";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20190401;"M Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
106054;2019;"voltijd";2015;2015;2018;"2015";"man";22;"1911";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20190401;"M Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
106085;2022;"voltijd";2016;2016;2021;"2020";"man";24;"woonachtig elders in het buitenland";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20220901;"M Tandheelkunde";"wo-ba economie"
106091;2016;"voltijd";2015;2015;2016;"2019";"man";19;"1445";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160901;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
106091;2022;"voltijd";2015;2015;2020;"2015";"man";25;"1056";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20220901;"M Tandheelkunde";"hbo-ba economie"
106100;2017;"voltijd";2017;2017;2017;"2006";"man";17;"2993";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20170901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
106116;2020;"voltijd";2015;2015;2018;"2013";"man";21;"6713";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20200901;"M Tandheelkunde";"vwo profiel cultuur & maatschappij"
106120;2020;"voltijd";2015;2015;2018;"2002";"man";23;"2493";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20200901;"M Tandheelkunde";"vwo profiel natuur & gezondheid"
106128;2020;"voltijd";2019;2018;2019;"2007";"vrouw";22;"3813";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20200901;"B Tandheelkunde";"wo-ba gezondheidszorg"
106136;2008;"voltijd";2000;2000;2001;"2012";"vrouw";27;"1862";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20080901;"B Tandheelkunde";"wo-ba gedrag en maatschappij"
106136;2009;"voltijd";2000;2000;2001;"2012";"vrouw";28;"1862";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20090901;"B Tandheelkunde";"wo-ba gedrag en maatschappij"
106136;2009;"voltijd";2000;2000;2009;"2006";"vrouw";28;"1103";"neveninschrijving binnen het domein hoger onderwijs (combinatie opleiding-instelling komt NIET voor bij een andere inschrijving van de betreffende student) (echte neveninschrijving)";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20100601;"M Tandheelkunde";"wo-on/ma gezondheidszorg"
106171;2020;"voltijd";2015;2015;2018;"2015";"vrouw";20;"8031";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20200901;"M Tandheelkunde";"hbo-p economie"
106171;2022;"voltijd";2015;2015;2018;"2015";"vrouw";22;"8031";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20220901;"M Tandheelkunde";"hbo-p economie"
106215;2018;"voltijd";2017;2017;2017;"1999";"vrouw";20;"5976";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20180901;"B Tandheelkunde";"wo-p gezondheidszorg"
106218;2023;"voltijd";2016;2016;2020;"2015";"vrouw";23;"1058";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20230901;"M Tandheelkunde";"wo-ba gezondheidszorg"
106285;2017;"voltijd";2016;2016;2016;"2022";"vrouw";21;"1054";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20170901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
106329;2019;"voltijd";2018;2018;2019;"2001";"vrouw";21;"1098";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20190901;"B Tandheelkunde";"wo-on/ma gezondheidszorg"
106329;2020;"voltijd";2018;2018;2019;"2001";"vrouw";21;"1098";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20190901;"B Tandheelkunde";"wo-on/ma gezondheidszorg"
106329;2021;"voltijd";2018;2018;2019;"2001";"vrouw";23;"1098";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20210901;"B Tandheelkunde";"wo-on/ma gezondheidszorg"
106339;2018;"voltijd";2016;2016;2016;"2017";"man";22;"";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20180901;"B Tandheelkunde";"overig buitenlands diploma / Europees baccalaureaat"
106348;2019;"voltijd";2015;2015;2018;"2000";"man";20;"1102";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20190901;"M Tandheelkunde";"wo-p taal en cultuur"
106348;2021;"voltijd";2015;2015;2018;"2000";"man";22;"1102";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20210901;"M Tandheelkunde";"wo-p taal en cultuur"
106365;2020;"voltijd";2016;2016;2019;"2015";"vrouw";22;"5642";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20200901;"M Tandheelkunde";"wo-ba gedrag en maatschappij"
106371;2016;"voltijd";2016;2016;2016;"1997";"vrouw";19;"1851";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160901;"B Tandheelkunde";"vwo algemeen"
106371;2017;"voltijd";2016;2016;2016;"1997";"vrouw";19;"1851";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160901;"B Tandheelkunde";"vwo algemeen"
106371;2021;"voltijd";2016;2016;2020;"1989";"vrouw";24;"woonachtig in Duitsland";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20211201;"M Tandheelkunde";"vwo algemeen"
106400;2016;"voltijd";2016;2016;2016;"2001";"vrouw";20;"";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160901;"B Tandheelkunde";"wo-p economie"
106453;2021;"voltijd";2017;2017;2021;"1994";"vrouw";23;"1186";"neveninschrijving binnen het domein hoger onderwijs (combinatie opleiding-instelling komt NIET voor bij een andere inschrijving van de betreffende student) (echte neveninschrijving)";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20220701;"M Tandheelkunde";"vwo algemeen"
